,BSpace Course Name,BSpace Course Id,QuizName,﻿QuizId,QuizAttemptNumber,QuestionId,Question,QuestionType,InputUserAnswer,Score,NetId,Comment left on User Response,AnswerKey,isQuery,Database,full_score,feedback
7381,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,732","List the IDs of the albums, where the total album length (across all the album&#39;s tracks) is longer than 60 minutes.",Long Answer Question,"Select B.album_name, COUNT(track_name) as num_track, SUM(time) as total_time
From album B
	left outer join track T on B.album_id = T.album_id AND B.artist_id = T.artist_id
Group By B.album_name
Having sum(time) > 60;",1.0,dek8225,,"SELECT artist_id, album_id, SUM(time) AS total_time
FROM&#160;track
GROUP&#160;BY&#160;artist_id,&#160;album_id
HAVING&#160;SUM(time)&#160;&gt;&#160;60",True,music,1.0,
7382,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,731","For each album, count the number of tracks for that album and the total length of all the tracks in the album. You only need to show the primary key of the album, not its name.",Long Answer Question,"Select B.album_id, COUNT(track_name) as num_tracks, sum(time) as total_time
from album as B
	left join track T on B.album_id = T.album_id AND B.artist_id = T.artist_id
Group By B.album_id;",0.8,dek8225,"


Answer Key







SELECT artist_id, album_id, COUNT(track_id) AS cnt_tracks, SUM(time) AS total_time
FROM track
GROUP BY artist_id, album_id






","SELECT artist_id, album_id, COUNT(track_id) AS cnt_tracks, SUM(time) AS total_time
FROM track
GROUP BY artist_id, album_id",True,music,1.0,"The feedback from the TA was 


Answer Key







SELECT artist_id, album_id, COUNT(track_id) AS cnt_tracks, SUM(time) AS total_time
FROM track
GROUP BY artist_id, album_id






"
7383,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,730","For each artist, count the number of albums in the database. You only need to show the id of the artist, not the name of the artist.",Long Answer Question,"Select artist_id,Count(*) as num_albums
From album
Group By artist_id
Order By artist_id;


This returns to us the number of albums for each artist_id in the database. ",1.0,dek8225,,"SELECT artist_id, COUNT(album_id) AS cnt_albums
FROM album
GROUP BY artist_id",True,music,1.0,
7384,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,729",Show the average and standard deviation of the track length,Long Answer Question,"Select AVG(time) as avg_time, STDDEV(time) as stddev_time
From track;


This query returns for us that the avg_time is 5.24 and the std_time is 2.16. If we want, we can put in the ROUND function to limit to 2 decimal places

Select Round(AVG(time),2) as avg_time, ROUND(STDDEV(time),2) as stddev_time
From track;

But this is not strictly necessary here. ",1.0,dek8225,,"SELECT AVG(time) AS avg_time, STDDEV(time) AS std_time&#160;
FROM&#160;track",True,music,1.0,
7385,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,728",Count the number of tracks in the database,Long Answer Question,"Select Count(*)
From track;


This returns that there are 153 tracks in the database.",1.0,dek8225,,"SELECT COUNT(*) AS cnt
FROM&#160;track",True,music,1.0,
7386,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,727","Count the number of artists in the database
",Long Answer Question,"Select Count(*)
From artist;


This returns that there are 6 artists in the database.",1.0,dek8225,,"SELECT COUNT(*) AS cnt
FROM&#160;artist",True,music,1.0,
7387,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,726",List the first and last names of the users that have not listened to any tracks.,Long Answer Question,"Select first_name,last_name
from users U
	Left Outer Join tracks_played TP on TP.user_id = U.user_id
Where played_on is NULL;",1.0,dek8225,,"SELECT U.first_name, U.last_name
FROM users U&#160;
&#160; &#160; LEFT JOIN tracks_played P ON U.user_id = P.user_id&#160;
WHERE P.user_id IS NULL",True,music,1.0,
7388,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,725","The table tracks_played contains the tracks the users listened to and the time they listened to the songs. For every track listed in the tracks_played table, show the user&#39;s first and last name, the user id, the album name, the track name, and the date/time it was played.",Long Answer Question,"Select *
from tracks_played TP
	Left Outer Join users U on TP.user_id = U.user_id
    Left Outer Join album A on TP.album_id = A.album_id AND TP.artist_id = A.artist_id
Order By TP.user_id",1.0,dek8225,,"SELECT U.user_id, U.first_name, U.last_name, A.album_name, T.track_name, P.played_on
FROM tracks_played P&#160;
&#160; &#160; JOIN users U ON U.user_id = P.user_id
&#160; &#160; JOIN track T ON P.artist_id = T.artist_id AND P.album_id = T.album_id AND P.track_id = T.track_id
&#160; &#160; JOIN album A ON P.artist_id = A.artist_id AND P.album_id = A.album_id
ORDER BY user_id, played_on",True,music,1.0,
7389,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,723","List all the tracks by the artist The Stone Roses and rank them by time length, from shortest to longest",Long Answer Question,"Select *
from artist 
	Inner Join album on album.artist_id = artist.artist_id
    Inner Join track on track.artist_id = album.artist_id AND track.album_id = album.album_id
Where artist_name = 'The Stone Roses'
Order By track.time;",1.0,dek8225,,"
SELECT&#160;T.*
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
WHERE&#160;R.artist_name&#160;=&#160;&#39;The&#160;Stone&#160;Roses&#39;
ORDER&#160;BY&#160;T.time
",True,music,1.0,
7390,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,721","List all the track names, the corresponding album name, and the corresponding artist name",Long Answer Question,"Select track_name,artist_name,album_name
From track T
	Inner Join album B on T.artist_id = B.artist_id AND T.album_id = B.album_id
	Inner Join artist A on A.artist_id = B.artist_id;

",1.0,dek8225,,"SELECT&#160;track_name,&#160;artist_name,&#160;album_name
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
&#160;&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.album_id&#160;=&#160;T.album_id&#160;AND&#160;A.artist_id&#160;=&#160;T.artist_id",True,music,1.0,
7391,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,720",List the tracks for the album&#160;Second Coming,Long Answer Question,"Select *
From track T
	Inner Join album A on T.artist_id = A.artist_id AND T.album_id = A.album_id
Where A.album_id =1 AND T.artist_id =5;

",1.0,dek8225,,"SELECT&#160;T.*
FROM&#160;track&#160;T&#160;
&#160; &#160; &#160;JOIN album A ON A.artist_id = T.artist_id AND A.album_id = T.album_id
WHERE&#160;A.album_name&#160;=&#160;&#39;Second&#160;Coming&#39;",True,music,1.0,
7392,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,719",List all the album names by the band New Order,Long Answer Question,"Use music;

Select *
from album B
	Inner Join artist A on A.artist_id = B.artist_id
Where artist_name = 'New Order';",1.0,dek8225,,"SELECT R.artist_name, A.*
FROM&#160;artist&#160;R&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.artist_id&#160;=&#160;R.artist_id
WHERE&#160;R.artist_name&#160;=&#160;&#39;New&#160;Order&#39;",True,music,1.0,
7409,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,680","Find all the tracks that include the word &quot;Love&quot; anywhere in the title. It is fine to include tracks where love is part of a bigger word (e.g., lovebird).",Long Answer Question,"SELECT*
FROM track
WHERE track_name like 'Love%' OR track_name like '%Love%' OR track_name like 'Love';",1.0,dek8225,,"SELECT&#160;*
FROM&#160;track
WHERE track_name LIKE &#39;%love%&#39;&#160;",True,music,1.0,
7410,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,679","List all the tracts for the artists with ids 1, 3, and 5. Show two variations of the query:&#160; one using the OR Boolean condition and one using the IN operation.",Long Answer Question,"SELECT *
FROM track
WHERE artist_id ='1' OR artist_id ='3' OR artist_id='5';

SELECT *
FROM track
WHERE artist_id IN('1','3','5');",1.0,dek8225,,"
SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;=&#160;1&#160;OR&#160;artist_id&#160;=&#160;3&#160;OR&#160;artist_id&#160;=&#160;5



SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;IN&#160;(1,3,5)


",True,music,1.0,
7411,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,678","Find all albums with a title that begins with a character greater than E (not inclusive of albums that start with E) but less than S (again, not inclusive of albums that start with S).",Long Answer Question,"SELECT*
FROM album
WHERE album_name >= 'F' AND album_name < 'S';",1.0,dek8225,,"SELECT&#160;*
FROM&#160;album
WHERE&#160;album_name&#160;&gt;=&#160;&#39;F&#39;&#160;AND&#160;&#160;album_name&#160;&lt;&#160;&#39;S&#39;",True,music,1.0,
7412,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,677",Find the tracks with names that are earlier alphabetically than (is less than) M. Note that inequality queries can be used with text and not only with numbers.,Long Answer Question,"SELECT*
FROM track
WHERE track_name <'M';

",1.0,dek8225,,"SELECT&#160;*
FROM&#160;track
WHERE&#160;track_name&#160;&lt;&#160;&#39;M&#39;",True,music,1.0,
7413,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,676","Find the tracks for the artist with id 3, from the artist&#39;s album with id 2.",Long Answer Question,"SELECT * 
FROM track
WHERE album_id='2'AND artist_id='3';


This query gives us two results: Shhh/Peaceful and In A Silent Way/It's About That Time",1.0,dek8225,,"
SELECT&#160;*
FROM&#160;track
WHERE&#160;artist_id&#160;=3&#160;and&#160;album_id&#160;=2&#160;
",True,music,1.0,
7414,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,675","Using the id of Rolling Stones from Question C.2, list all the albums of The Rolling Stones.",Long Answer Question,"SELECT *
FROM artist
WHERE artist_name='The Rolling Stones';


This query returns for us the album name Exile on Main Street",1.0,dek8225,,"SELECT&#160;*
FROM&#160;album
WHERE&#160;artist_id&#160;=&#160;4",True,music,1.0,
7415,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,674",Show the entry for the artist named The Rolling Stones.,Long Answer Question,"SELECT *
FROM artist
WHERE artist_name='The Rolling Stones';",1.0,dek8225,,"SELECT&#160;*
FROM&#160;artist
WHERE&#160;artist_name&#160;=&#160;&#39;The&#160;Rolling&#160;Stones&#39;",True,music,1.0,
7416,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2C: Filtering Queries,"301,294",1,"5,119,673",Show the entry for the artist with id equal to 5.,Long Answer Question,"USE music;

SELECT *
FROM artist
WHERE artist_id='5';",1.0,dek8225,,"SELECT&#160;*
FROM&#160;artist
WHERE&#160;artist_id&#160;=&#160;5",True,music,1.0,
7417,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,651",List the ten shortest tracks in terms of playing time.,Long Answer Question,"SELECT *
FROM track
ORDER BY time ASC
LIMIT 10;",1.0,dek8225,,"SELECT&#160;*
FROM&#160;track
ORDER&#160;BY&#160;time
LIMIT&#160;10",True,music,1.0,
7418,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,650","Show all the album names and the corresponding artist id, but do not show the album_id. Rename the album_name attribute to album_title.",Long Answer Question,"SELECT artist_id,album_name AS album_title
FROM album;",1.0,dek8225,,"SELECT&#160;artist_id,&#160;album_name&#160;AS&#160;album_title
FROM&#160;album",True,music,1.0,
7419,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,649","List all the names of the artists, without the artist ids, sorted alphabetically.",Long Answer Question,"SELECT artist_name
FROM artist
ORDER BY artist_name;",1.0,dek8225,,"SELECT&#160;artist_name
FROM&#160;artist
ORDER&#160;BY&#160;artist_name",True,music,1.0,
7420,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,648",Show all the tracks.,Long Answer Question,"SELECT *
FROM tracks;

",1.0,dek8225,,"SELECT&#160;*&#160;
FROM&#160;track",True,music,1.0,
7421,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,647",Show all the albums.,Long Answer Question,"SELECT *
FROM album;",1.0,dek8225,,"SELECT&#160;*&#160;
FROM&#160;album",True,music,1.0,
7422,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 2B: Selection Queries,"301,293",1,"5,119,646",Show all the artists.,Long Answer Question,"USE music;

SELECT *
FROM artist;",1.0,dek8225,,"SELECT&#160;*&#160;
FROM&#160;artist",True,music,1.0,
7460,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,726",List the first and last names of the users that have not listened to any tracks.,Long Answer Question,"SELECT first_name, last_name
FROM users AS A
	LEFT OUTER JOIN tracks_played AS B
    ON A.user_id = B.user_id
WHERE B.user_id IS NULL


Melissa	Mitchell
Seth	Fuente",1.0,rh3721,,"SELECT U.first_name, U.last_name
FROM users U&#160;
&#160; &#160; LEFT JOIN tracks_played P ON U.user_id = P.user_id&#160;
WHERE P.user_id IS NULL",True,music,1.0,
7461,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,725","The table tracks_played contains the tracks the users listened to and the time they listened to the songs. For every track listed in the tracks_played table, show the user&#39;s first and last name, the user id, the album name, the track name, and the date/time it was played.",Long Answer Question,"Use music;

SELECT B.user_id, first_name, last_name, album_name, track_name, played_on
FROM tracks_played AS A
	INNER JOIN users AS B
    INNER JOIN album AS C
    INNER JOIN track AS D
    ON A.user_id = B.user_id
    AND A.track_id = D.track_id
    AND A.album_id = C.album_id
ORDER BY user_id
LIMIT 5000

1	Lynn	Schulman	Retro - John McCready FAN	Sweet Virginia	2022-12-11 14:49:13
1	Lynn	Schulman	Let Love In	Sweet Virginia	2022-12-11 14:49:13
1	Lynn	Schulman	Live Around The World	Sweet Virginia	2022-12-11 14:49:13
1	Lynn	Schulman	Exile On Main Street	Sweet Virginia	2022-12-11 14:49:13
1	Lynn	Schulman	Second Coming	Sweet Virginia	2022-12-11 14:49:13
1	Lynn	Schulman	Light Years	Sweet Virginia	2022-12-11 14:49:13
1	Lynn	Schulman	Retro - John McCready FAN	Torn & Frayed	2022-12-11 22:39:56
1	Lynn	Schulman	Let Love In	Torn & Frayed	2022-12-11 22:39:56
1	Lynn	Schulman	Live Around The World	Torn & Frayed	2022-12-11 22:39:56
1	Lynn	Schulman	Exile On Main Street	Torn & Fra",0.7,rh3721,"SELECT U.user_id, U.first_name, U.last_name, A.album_name, T.track_name, P.played_on
FROM tracks_played P&nbsp;
&nbsp; &nbsp; JOIN users U ON U.user_id = P.user_id
&nbsp; &nbsp; JOIN track T ON P.artist_id = T.artist_id AND P.album_id = T.album_id AND P.track_id = T.track_id
&nbsp; &nbsp; JOIN album A ON P.artist_id = A.artist_id AND P.album_id = A.album_id
ORDER BY user_id, played_on","SELECT U.user_id, U.first_name, U.last_name, A.album_name, T.track_name, P.played_on
FROM tracks_played P&#160;
&#160; &#160; JOIN users U ON U.user_id = P.user_id
&#160; &#160; JOIN track T ON P.artist_id = T.artist_id AND P.album_id = T.album_id AND P.track_id = T.track_id
&#160; &#160; JOIN album A ON P.artist_id = A.artist_id AND P.album_id = A.album_id
ORDER BY user_id, played_on",True,music,1.0,"The feedback from the TA was SELECT U.user_id, U.first_name, U.last_name, A.album_name, T.track_name, P.played_on
FROM tracks_played P&nbsp;
&nbsp; &nbsp; JOIN users U ON U.user_id = P.user_id
&nbsp; &nbsp; JOIN track T ON P.artist_id = T.artist_id AND P.album_id = T.album_id AND P.track_id = T.track_id
&nbsp; &nbsp; JOIN album A ON P.artist_id = A.artist_id AND P.album_id = A.album_id
ORDER BY user_id, played_on"
7462,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,723","List all the tracks by the artist The Stone Roses and rank them by time length, from shortest to longest",Long Answer Question,"Use music;
SELECT track_id, track_name, A.artist_id, album_id, time
FROM track as A
	INNER JOIN artist as B
    ON A.artist_id = B.artist_id
WHERE artist_name = 'The Stone Roses'
ORDER BY time ASC


4	Your Star Will Shine	5	1	2.99
5	Straight To The Man	5	1	3.26
7	Tightrope	5	1	4.45
2	Ten Storey Love Song	5	1	4.50
6	Begging You	5	1	4.94
10	How Do You Sleep	5	1	4.99
1	Driving South	5	1	5.17
8	Good Times	5	1	5.67
11	Love Spreads	5	1	5.79
12	Untitled	5	1	6.43
3	Daybreak	5	1	6.56
9	Tears	5	1	6.84
0	Breaking Into Heaven	5	1	11.37",1.0,rh3721,,"
SELECT&#160;T.*
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
WHERE&#160;R.artist_name&#160;=&#160;&#39;The&#160;Stone&#160;Roses&#39;
ORDER&#160;BY&#160;T.time
",True,music,1.0,
7463,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,721","List all the track names, the corresponding album name, and the corresponding artist name",Long Answer Question,"Use music;
SELECT track_name, artist_name, album_name
FROM track as A
	INNER JOIN artist as B
    INNER JOIN album as C
    ON A.artist_id = B.artist_id
    AND B.artist_id = C.artist_id
    AND A.album_id = C.album_id
 
Elegia	New Order	Retro - John McCready FAN
In A Lonely Place	New Order	Retro - John McCready FAN
Procession	New Order	Retro - John McCready FAN
Your Silent Face	New Order	Retro - John McCready FAN
Sunrise	New Order	Retro - John McCready FAN
Let's Go	New Order	Retro - John McCready FAN
Broken Promise	New Order	Retro - John McCready FAN
Dreams Never End	New Order	Retro - John McCready FAN
Cries And Whispers	New Order	Retro - John McCready FAN
All Day Long	New Order	Retro - John McCready FAN
Sooner Than You Think	New Order	Retro - John McCready FAN
Leave Me Alone	New Order	Retro - John McCready FAN
Lonesome Tonight	New Order	Retro - John McCready FAN
Every Little Counts	New Order	Retro - John McCready FAN
Run Wild	New Order	Retro - John McCready FAN",1.0,rh3721,,"SELECT&#160;track_name,&#160;artist_name,&#160;album_name
FROM&#160;track&#160;T
&#160;&#160;JOIN&#160;artist&#160;R&#160;ON&#160;T.artist_id&#160;=&#160;R.artist_id
&#160;&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.album_id&#160;=&#160;T.album_id&#160;AND&#160;A.artist_id&#160;=&#160;T.artist_id",True,music,1.0,
7464,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,720",List the tracks for the album&#160;Second Coming,Long Answer Question,"Use music;
SELECT *
FROM track as A
	INNER JOIN album as B
    ON A.album_id = B.album_id AND A.artist_id = B.artist_id
WHERE album_name = 'Second Coming'


5	1	0	Breaking Into Heaven	11.37
5	1	1	Driving South	5.17
5	1	2	Ten Storey Love Song	4.50
5	1	3	Daybreak	6.56
5	1	4	Your Star Will Shine	2.99
5	1	5	Straight To The Man	3.26
5	1	6	Begging You	4.94
5	1	7	Tightrope	4.45
5	1	8	Good Times	5.67
5	1	9	Tears	6.84
5	1	10	How Do You Sleep	4.99
5	1	11	Love Spreads	5.79
5	1	12	Untitled	6.43",1.0,rh3721,,"SELECT&#160;T.*
FROM&#160;track&#160;T&#160;
&#160; &#160; &#160;JOIN album A ON A.artist_id = T.artist_id AND A.album_id = T.album_id
WHERE&#160;A.album_name&#160;=&#160;&#39;Second&#160;Coming&#39;",True,music,1.0,
7465,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 3: Joins,"301,296",1,"5,119,719",List all the album names by the band New Order,Long Answer Question,"Use music;
SELECT *
FROM album as A
	INNER JOIN artist as B
    ON A.artist_id = B.artist_id
WHERE artist_name = 'New Order'


1	1	Retro - John McCready FAN	1	New Order
1	2	Substance (Disc 2)	1	New Order
1	3	Retro - Miranda Sawyer POP	1	New Order
1	4	Retro - New Order / Bobby Gillespie LIVE	1	New Order
1	5	Power, Corruption & Lies	1	New Order
1	6	Substance 1987 (Disc 1)	1	New Order
1	7	Brotherhood	1	New Order",1.0,rh3721,,"SELECT R.artist_name, A.*
FROM&#160;artist&#160;R&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.artist_id&#160;=&#160;R.artist_id
WHERE&#160;R.artist_name&#160;=&#160;&#39;New&#160;Order&#39;",True,music,1.0,
7477,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 5: Advanced Queries,"301,301",1,"5,119,793","For eligible names that appear for both males and females, report the names and the frequencies for males and females. Rank the most ambiguous names on top. We consider as most ambiguous names the ones where the formula log( male_freq / female_freq ) is close to 0. Remember that the log can be positive and negative; ranking by absolute value (using the&#160;ABS() function) will allow you to rank the smallest numbers first.",Long Answer Question,"SELECT male_names.first_name, male_names.frequency AS male_frequency, female_names.frequency AS female_frequency FROM male_names
JOIN female_names ON male_names.first_name = female_names.first_name
ORDER BY ABS(LOG(male_names.frequency / female_names.frequency)) ASC;
",1.8,ky2449,,"SELECT M.first_name
&#160; &#160; &#160; &#160; , M.cnt AS male_cnt
&#160; &#160; &#160; &#160; , F.cnt AS female_cnt
&#160; &#160; &#160; &#160; , M.cnt/F.cnt AS ratio
&#160; &#160; &#160; &#160; , LOG10(M.cnt/F.cnt) AS log_odds
FROM male_names M&#160;
&#160; &#160; JOIN female_names F ON F.first_name = M.first_name
ORDER BY ABS(log_odds)",True,imdb,2.0,
7478,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 5: Advanced Queries,"301,301",1,"5,119,791","Find the eligible names that appear only for female actors but for no male actresses, and report the corresponding frequencies.",Long Answer Question,"SELECT female_names.first_name, female_names.frequency FROM female_names
LEFT JOIN male_names ON female_names.first_name = male_names.first_name
WHERE male_names.first_name IS NULL
ORDER BY female_names.frequency DESC;
",1.0,ky2449,,"
DROP TABLE IF EXISTS male_names;&#160;
CREATE TEMPORARY TABLE male_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;M&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;



DROP TABLE IF EXISTS female_names;&#160;
CREATE TEMPORARY TABLE female_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;F&#39;&#160;
&#160; &#160; GROUP BY first_name",True,imdb,1.0,
7479,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 5: Advanced Queries,"301,301",1,"5,119,790","Find the eligible names that appear only for male actors but for no female actresses, and report the corresponding frequencies.",Long Answer Question,"CREATE TEMPORARY TABLE male_names AS
SELECT en.first_name, COUNT(*) AS frequency
FROM eligible_names en
JOIN actors a ON en.first_name = a.first_name
WHERE a.gender = 'M'
GROUP BY en.first_name;

CREATE TEMPORARY TABLE female_names AS
SELECT en.first_name, COUNT(*) AS frequency
FROM eligible_names en
JOIN actors a ON en.first_name = a.first_name
WHERE a.gender = 'F'
GROUP BY en.first_name;

SELECT male_names.first_name, male_names.frequency FROM male_names
LEFT JOIN female_names ON male_names.first_name = female_names.first_name
WHERE female_names.first_name IS NULL
ORDER BY male_names.frequency DESC;",1.0,ky2449,,"DROP TABLE IF EXISTS male_names;&#160;
CREATE TEMPORARY TABLE male_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;M&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;
DROP TABLE IF EXISTS female_names;&#160;
CREATE TEMPORARY TABLE female_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;F&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;

<code",True,imdb,1.0,
7480,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 5: Advanced Queries,"301,301",1,"5,119,787","As a first step, limit your analysis only to first names that do not include a dot &quot;.&quot; or parentheses (i.e, ignore &quot;A.&quot;, &quot;J.B.&quot;, &quot;Alfred (I)&quot; etc); also only consider first names that appear at least 50 times in the actors table (across both genders). Create a temporary table with the results, called &quot;eligible_names&quot;. (You will use the table in later questions)",Long Answer Question,"CREATE TEMPORARY TABLE eligible_names AS
SELECT first_name, COUNT(*) AS name_count
FROM actors WHERE first_name NOT LIKE '%.%' AND first_name NOT LIKE '%(%)%'
GROUP BY first_name HAVING name_count >= 50;
",1.0,ky2449,,"DROP TABLE IF EXISTS eligible_names;&#160;
CREATE TEMPORARY TABLE eligible_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name NOT LIKE &#39;%.%&#39;&#160;
&#160; &#160; &#160; &#160; AND first_name NOT LIKE &#39;%(%&#39;
&#160; &#160; &#160; &#160; AND first_name NOT LIKE &#39;%)%&#39;
&#160; &#160; GROUP BY first_name
&#160; &#160; HAVING cnt &gt;= 50
&#160; &#160; ORDER BY cnt DESC;",True,imdb,2.0,
7481,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,736",Show the name of each track and the first and last time it was played. Include tracks that were not played at all.&#160;,Long Answer Question,"SELECT T.artist_id, T.album_id, T.track_id, T.track_name, 
MIN(P.played_on) AS min_played_on, MAX(P.played_on) AS max_played_on FROM track T
LEFT JOIN tracks_played P ON T.artist_id = P.artist_id AND T.album_id = P.album_id AND T.track_id = P.track_id
GROUP BY T.artist_id, T.album_id, T.track_id, T.track_name;
",1.0,ky2449,,"SELECT T.artist_id, T.album_id, T.track_id, T.track_name, MIN(played_on) AS first_played, MAX(played_on) AS last_played
FROM track T &#160;
&#160; &#160; LEFT JOIN tracks_played P ON T.artist_id = P.artist_id AND T.album_id = P.album_id AND T.track_id = P.track_id
GROUP BY T.artist_id, T.album_id, T.track_id",True,music,1.0,
7482,"Databases for Business Analytics, MSQM SU23","277,478",Assignment 4: Aggregations,"301,300",1,"5,119,735",Show the name of the artist and the number of albums for each artist in the database. Name the column that shows the number of albums as num_albums.,Long Answer Question,"SELECT R.artist_id, R.artist_name, 
COUNT(*) AS num_albums FROM artist R
JOIN album A ON A.artist_id = R.artist_id
GROUP BY R.artist_id, R.artist_name;",1.0,ky2449,,"#&#160;You&#160;can&#160;get&#160;the&#160;same&#160;result&#160;without&#160;the&#160;artist_id
#&#160;and&#160;without&#160;artist_id&#160;is&#160;also&#160;a&#160;correct&#160;answer.
SELECT&#160;R.artist_id,&#160;R.artist_name,&#160;COUNT(*)&#160;AS&#160;num_albums
FROM&#160;artist&#160;R&#160;JOIN&#160;album&#160;A&#160;ON&#160;A.artist_id&#160;=&#160;R.artist_id
GROUP&#160;BY&#160;R.artist_id,&#160;R.artist_name",True,music,1.0,
